hotel_name,price_bdt,num_reviews,comment,price_eur,source
Maitria Hotel Sukhumvit 18 Bangkok - A Chatrium Collection,9066.0,1128,"Amazing experience, great staff, Chan was very friendly and kind , staff very helpful, beautiful rooms, good view, very",75.55,TripAdvisor
The St. Regis Bangkok,54717.0,3175,"The corner suite was elegantly appointed, large, with two bathrooms, a large",455.98,TripAdvisor
Sofitel Bangkok Sukhumvit,25055.0,5109,"Welcoming staff, warm hospitality,",208.79,TripAdvisor
Hansar Bangkok Hotel,25221.0,3288,"We immediately feel at home with all the nice hospitality from the front desk, all the",210.18,TripAdvisor
Capella Bangkok,89719.0,404,4. Loved the view,747.66,TripAdvisor
DoubleTree By Hilton Sukhumvit Bangkok,11650.0,2256,Staff were friendly and,97.08,TripAdvisor
Novotel Bangkok Sukhumvit 20,16406.0,1743,The hotel is good for stay convenient to,136.72,TripAdvisor
Novotel Phuket Vintage Park,8811.0,4244,"The hotel is clean, has a nice swimming pool We had a very",73.42,TripAdvisor
Oriental Residence Bangkok,19025.0,3530,"that Raffa and ugee at the front desk took care of all needs, even simple requirements like wrapping paper.",158.54,TripAdvisor
Amata Patong,12389.0,1781,"staff are friendly , front desk K. Fon ,K Mai K. Jame , Khun wao khun Rung , khun Don, K. Pk khun da , I highly recommend to stay here And I will come back again B...",103.24,TripAdvisor
SAii Koh Samui Choengmon,15513.0,559,beds.,129.28,TripAdvisor
SO/ BANGKOK,19369.0,8002,After epidemic this first trip for me Nice trip to stay over here,161.41,TripAdvisor
Saree Samui,12309.0,998,"bathroom, little garden and seating area.",102.58,TripAdvisor
W Bangkok,19675.0,3957,Bringing in our son to stay in the same room (Marvelous suite) is so nice with plenty,163.96,TripAdvisor
Mercure Bangkok Siam,10581.0,3080,,88.18,TripAdvisor
Dream Hotel Bangkok,7959.0,3882,Very affordable,66.32,TripAdvisor
12th Avenue Hotel Bangkok,5497.0,1603,Centrally located very quiet area. The rooms are well laid out and everything is functional. Good decent size clean bathrooms.Nice swimming pool with a lot of...,45.81,TripAdvisor
Villa Sanpakoi,5579.0,120,The staff could not be more helpful,46.49,TripAdvisor
The Residence on Thonglor by UHG,5450.0,1066,"Good location, friendly staff, nice room, very comfortable",45.42,TripAdvisor
Siam@Siam Design Hotel Pattaya,7135.0,2093,"dinner and breakfast, excellent gym, WIFI infrastructure need upgrade.",59.46,TripAdvisor
Slumber Party Hostel Bangkok,971.0,227,"are good people are awesome 
Drinks and food amazing ?
Slamber party  amazing pool  
Dj play hard 
When in Thailand must visit slamber party...",8.09,TripAdvisor
The Sukosol Hotel,8988.0,3285,We have stayed on a,74.9,TripAdvisor
Novotel Bangkok Sukhumvit 4,9363.0,449,"Khun Kook for provide me late check out on my departure date, the lady at the rooftop bar sorry i cant remember her name but on that night I went to the bar with my...",78.03,TripAdvisor
Grand Mercure Bangkok Atrium,5935.0,3242,"The internet was super fast,",49.46,TripAdvisor
BlueSotel SMART,6193.0,328,"... not free :), if you want quality, you have to pay but this place is worth it - for some it is excellent staff, very good cocktails, especially in happy hour :), wonderful",51.61,TripAdvisor
Aloft Bangkok - Sukhumvit 11,10010.0,3270,"Centre of all busy district , can find many resto and shops nearby, Hotel provided TukTuk to Nana station so can access",83.42,TripAdvisor
Dolphin Bay Resort,5673.0,582,,47.28,TripAdvisor
Sandalwood Luxury Villas,149982.0,1425,pool was clean and refreshing.,1249.85,TripAdvisor
Bo Phut Resort & Spa,22635.0,2112,"lovely bathroom, and amazing furnish, we stayed at Deluxe Garden View, was nice.",188.62,TripAdvisor
Villa Labaron,18386.0,148,The host of the villa was fantastic. We had fresh fruit and drinks everyday. The villa was beautiful and cleaned everyday. Lovely pool and right on the beach. The...,153.22,TripAdvisor
Nap Patong,28020.0,2088,"Special thanks to mam ,",233.5,TripAdvisor
Tower Club At Lebua,18510.0,3645,"Best Servise ,Best Breakfast",154.25,TripAdvisor
La Petite Salil Sukhumvit Thonglor 1,4173.0,1983,Staying at La petite salil hotel thonglor1,34.78,TripAdvisor
Pullman Bangkok King Power,23807.0,3740,"good service mind and polite, nice foods, good restaurant with buffet breakfast, lunch and dinner as well and enjoy shopping duty free with counter brand and local bra...",198.39,TripAdvisor
Conrad Bangkok,19156.0,4535,"It was showing wear,",159.63,TripAdvisor
Rabbit Resort Pattaya,10724.0,1925,"An outstanding breakfast is included with the room, and is served daily",89.37,TripAdvisor
The Waterfront Boutique Hotel,10157.0,1223,"The family beach bungalow was perfect, two bedrooms",84.64,TripAdvisor
Flower Power Farm Village & Restaurant,1034.0,202,Marco and Simona are very frindly people and they offered us one of their very,8.62,TripAdvisor
Deevana Patong Resort & Spa,5781.0,7334,My husband and I stayed 7 nights in a jacuzzi room,48.18,TripAdvisor
La Petite Salil Sukhumvit 8,3798.0,793,Hotel service,31.65,TripAdvisor
Emporium Suites by Chatrium,13036.0,2617,"everything we need, lovely staff especialy Front staff, good location next to the shopping mall Emporium + Emquartier, easy access to the BTS, Lovely place good to be back.",108.63,TripAdvisor
Novotel Bangkok Ploenchit Sukhumvit,12277.0,5814,Excellent,102.31,TripAdvisor
Mercure Bangkok Sukhumvit 11,11516.0,1582,"breakfast was large and varied and includes an omelette station, the pool and bar is much bigger than what it appears in the photos and is absolutely gorgeous with plent...",95.97,TripAdvisor
The L Resort Krabi,12444.0,911,Nice hotel,103.7,TripAdvisor
Asoke Residence Sukhumvit by UHG,4858.0,377,Great place to stay easy,40.48,TripAdvisor
Skyview Hotel Bangkok,13778.0,1190,Amazing,114.82,TripAdvisor
OZO Chaweng Samui,10388.0,2657,I love ozo is verry Nice Hotel the people verry friendly Good food nice Swimmingpool,86.57,TripAdvisor
Dusit Princess Srinakarin,10301.0,810,"We have stayed in the queen suite room, a very",85.84,TripAdvisor
Somerset Rama 9,11372.0,352,"Great experience, staff very helpful and friendly, Jed and Arm helped us checkout and with luggage, we",94.77,TripAdvisor
"Bandara Suites Silom, Bangkok",7310.0,2191,Good room and super breakfast excellent value for money comfortably,60.92,TripAdvisor
"Mayfair, Bangkok - Marriott Executive Apartments",13406.0,1424,The breakfast buffet is great with a wide selection and the staff remember how I like my bacon cooked (well,111.72,TripAdvisor
"Kantary Hills, Chiang Mai",6490.0,1010,and a separate bedroom.,54.08,TripAdvisor
"Staybridge Suites Bangkok Thonglor, an IHG Hotel",7595.0,164,,63.29,TripAdvisor
Baan Duangkaew Resort,7438.0,233,the bungalow,61.98,TripAdvisor
Long Beach Inn,4158.0,265,The pool and jacuzzi,34.65,TripAdvisor
The Tint At Phuket Town,2181.0,486,"would highly recommend anyone spending some time in Phuket to stay here. Also, its right next to the Limelight mall, so if you ever need a snack, you know where to go.",18.18,TripAdvisor
Chura Samui,6545.0,445,It has everything,54.54,TripAdvisor
Mai Siam Resort,4139.0,274,with tv and fridge.,34.49,TripAdvisor
The Salil Hotel Sukhumvit 57 - Thonglor,11559.0,2830,"staff very nice helpful and friendly,",96.32,TripAdvisor
Rimping Village,7925.0,2632,"for a family of four, the breakfast buffet was amazing and the staff were genuinely fantastic, very helpful with tips on where to go and what to do, arranging taxis etc.",66.04,TripAdvisor
VIE Hotel Bangkok,15350.0,3897,,127.92,TripAdvisor
The Continent Hotel Sukhumvit Bangkok by Compass Hospitality,12907.0,2610,"Special thank you to Pran (best monijto maker in Thailand by far!!!)! Lots of love Ashleigh and Brad, London England (we will definitely recomend to friends particulars",107.56,TripAdvisor
Lancaster Bangkok,10507.0,1081,Pros Bathtub big and comfortable Great shower,87.56,TripAdvisor
"Sindhorn Midtown Hotel Bangkok, Vignette Collection",15555.0,414,I'm glad I've found a refuge that offers the peace and serenity,129.62,TripAdvisor
Cape House,13782.0,799,abundantly supplied.,114.85,TripAdvisor
FuramaXclusive Asoke,9437.0,1187,"Love furama everythings, excellent",78.64,TripAdvisor
Avani Sukhumvit Bangkok Hotel,8793.0,630,"Staying at a hotel that offers good value, a convenient",73.28,TripAdvisor
Absolute Bangla Suites,11245.0,508,loved the stay in the executive,93.71,TripAdvisor
The Yard Hostel,3103.0,710,,25.86,TripAdvisor
Movenpick BDMS Wellness Resort Bangkok,11309.0,160,"The experience was as good as the first stay - large, well-decorated,",94.24,TripAdvisor
Siri Sathorn Bangkok by UHG,5334.0,575,"with my Family, the room is large and comfortable for stay, Have parking and near restaurant, near the BTS and MRT Station , the swimming pool so good and great Fitne...",44.45,TripAdvisor
ASAI Bangkok Chinatown,6581.0,802,Good service... we will,54.84,TripAdvisor
Lanna Samui,7810.0,1550,staying for a month beautiful hotel at very reasonable prices. I had a one bedroom suite which was spacious and very comfortable. The gym is well equiped and the food,65.08,TripAdvisor
Siamaze Hostel,1883.0,743,"excellent air conditioning, the nicest staff you could ever find and a great atmosphere that encourages mingling.  We stayed here 9 nights between 12/22 and 2/23 and...",15.69,TripAdvisor
Baan KanTiang See Villas (2 bedroom villas),7639.0,421,"The beautiful house we booked had everything you need, good air conditioning, a fully equipped",63.66,TripAdvisor
TUI BLUE Khao Lak Resort,4732.0,1263,,39.43,TripAdvisor
Khaolak Paradise Resort,9131.0,298,"me am I really here place. 
 There are only 36 rooms set in thatched roof blocks of four (2up 2 down) leading on to a soft sandy beach which northwards stretches...",76.09,TripAdvisor
Aspery Hotel,2302.0,1872,this hotel and staff are second,19.18,TripAdvisor
Khaolak Oriental Resort,4629.0,383,"min walk to the beach,  5 min walk to the main road. Perfect location to explore. 
The rooms were spacious and clean. 
Breakfast had plenty of choice for all. 
Adult...",38.58,TripAdvisor
Moonlight Exotic Bay Resort,10386.0,665,"peaceful, clean and has pretty much everything you need to enjoy the stay. Staff were generally friendly and willing to help. Of course, since its hard to hire more...",86.55,TripAdvisor
De Chai Colonial Hotel & Spa,6797.0,659,"Excellent boutique hotel,",56.64,TripAdvisor
Novotel Bangkok Bangna,5431.0,1004,,45.26,TripAdvisor
Evergreen Place Siam by UHG,7343.0,585,"close to shopping centres, BTS and specialty Great and friendly staffs .",61.19,TripAdvisor
"Viang Yonok Hotel, Restaurant, Sports Club",5778.0,388,"The accommodation was spotless, bed super comfortable and we had the king",48.15,TripAdvisor
Mini House Aonang,5676.0,271,had a little balcony.,47.3,TripAdvisor
Bangkok Loft Inn,2945.0,1630,"Always the best services and location  is suitable for any need to move around Bangkok, close to BTS which is one of the mass transit system in Bangkok.Plenty of...",24.54,TripAdvisor
Maekok River Village Resort,6182.0,457,"River. The resort is alive with wildlife and surrounded by stunning gardens full of flowers and ponds. The rooms are large, spacious and full of everything you would...",51.52,TripAdvisor
HOMA,5282.0,61,beautifully appointed with all the amenities needed for an enjoyable stay.,44.02,TripAdvisor
Rest Detail Hotel Hua Hin,73126.0,609,"Great service ????????????????????????????? Great place , location and sea Good drink ""?????????"" in breakfast ??????????? ????????? ??????? ??????????????????????? Good",609.38,TripAdvisor
The Landmark Bangkok Hotel,24946.0,2997,we needed We had bed and breakfast and the breakfast had something for everyone We ate in the rib room as part of our 25th wedding anniversary celebrations and it d...,207.88,TripAdvisor
Khaolak Merlin Resort,11357.0,1401,"Great location, lovely setting with amazing gardens Khun Gai (the owner) and ALL the staff members are so pleasant, friendly, welcoming and helpful, nothing is too much",94.64,TripAdvisor
Shama Sukhumvit Bangkok,17692.0,740,,147.43,TripAdvisor
"Marriott Executive Apartments Sathorn Vista, Bangkok",15145.0,1448,the staff very helpful and warmwelcome we will come back to stay agian thank you for memorable stay GREAT recommendation for you to stay in bkk swimming pool clean...,126.21,TripAdvisor
"Dusit Suites Hotel Ratchadamri, Bangkok",15739.0,923,The hotel has a lot to offer as the rooms are very spacious;,131.16,TripAdvisor
The Quarter Phromphong By UHG,8811.0,403,"We loved the kindness of the staff, very attentive and professional.The",73.42,TripAdvisor
Cross Pattaya Pratamnak,15440.0,123,They had,128.67,TripAdvisor
"Crowne Plaza Bangkok Lumpini Park, an IHG Hotel",15284.0,1361,the breakfast option is very vary and great quality!,127.37,TripAdvisor
Shanghai Mansion Bangkok,6790.0,3260,"... match, its rooms are full of character and atmosphere, breakfast is excellent made",56.58,TripAdvisor
Somerset Maison Asoke,9854.0,436,Have a. Wonderful experience in Bangkok during my trip to Bangkok nice,82.12,TripAdvisor
MUU Bangkok Hotel,10083.0,758,We went to this hotel for a night.Everything greatgreat services,84.02,TripAdvisor
The Quarter Ploenchit by UHG,11473.0,484,but just the shower area with little stains The shower water  is very strong enough Great location too Just a few minutes away from BTS Great value We would...,95.61,TripAdvisor
White Ivory Bed & Breakfast,2186.0,201,"The staff are adorable, can't do enough to help,",18.22,TripAdvisor
Chongfah Beach Resort,7220.0,703,"our daughter had a standard first floor room. 
All rooms are of a great standard.  Good bed linens, towels, turn down service and plenty of free water. 
We loved our...",60.17,TripAdvisor
BED Changkian Adults Only,2884.0,445,Nice location,24.03,TripAdvisor
Oriental Siam Resort,7904.0,336,It was an oasis where I could rest comfortably,65.87,TripAdvisor
Code,6809.0,1396,Im settling in,56.74,TripAdvisor
The Quarter Ladprao by UHG,6107.0,926,"this is one of the best hotel in Bangkok because the price is suitable , good",50.89,TripAdvisor
Ascott Thonglor Bangkok,19325.0,108,#NAME?,161.04,TripAdvisor
COSI Krabi Ao Nang Beach,3343.0,514,The hotel,27.86,TripAdvisor
Tony Resort,3258.0,620,"ac, really good location close to the beach and multiple restaurants, bars and shops, lovely and helpful staff, we would recommend to stay here if you visit Patong.",27.15,TripAdvisor
